cik,name,alias,alias_clean,alias_source
0000712537,FIRST COMMONWLTH FINL CP/PA,FIRST COMMONWEALTH FINANCIAL CORP /PA/,first commonwealth financial corp pa,sec_current_name
0000763901,POPULAR INC,BANPONCE CORP,banponce,sec_former_name
0000790526,RADNET INC,PRIMEDEX HEALTH SYSTEMS INC,primedex health systems,sec_former_name
0000790526,RADNET INC,CCC FRANCHISING CORP,ccc franchising,sec_former_name
0000080661,PROGRESSIVE CORP-OHIO,PROGRESSIVE CORP/OH/,progressive corpoh,sec_current_name
0000811830,SANTANDER HOLDINGS USA INC,SOVEREIGN BANCORP INC,sovereign bancorp,sec_former_name
0000834365,BIOLIFE SOLUTIONS INC,BIOLIFE SOLUTION INC,biolife solution,sec_former_name
0000834365,BIOLIFE SOLUTIONS INC,CRYOMEDICAL SCIENCES INC,cryomedical sciences,sec_former_name
0000837465,CALLAWAY GOLF CO,Topgolf Callaway Brands Corp.,topgolf callaway brands,sec_current_name
0000894405,ARCBEST CORP,ARCBEST CORP /DE/,arcbest corp de,sec_current_name
0000894405,ARCBEST CORP,ARKANSAS BEST CORP /DE/,arkansas best corp de,sec_former_name
0000913241,MADDEN STEVEN LTD,"STEVEN MADDEN, LTD.",steven madden,sec_current_name
0000920371,SIMPSON MANUFACTURING INC,"Simpson Manufacturing Co., Inc.",simpson manufacturing co,sec_current_name
0000920371,SIMPSON MANUFACTURING INC,SIMPSON MANUFACTURING CO INC /CA/,simpson manufacturing co inc ca,sec_former_name
0000926282,ADTRAN HOLDINGS INC,"ADTRAN Holdings, Inc.",adtran holdings,sec_current_name
0000947559,FIRST BANCSHARES INC/MS,FIRST BANCSHARES INC /MS/,first bancshares inc ms,sec_current_name
0000947559,FIRST BANCSHARES INC/MS,COMMUNITY CAPITAL CORP /MS/,community capital corp ms,sec_former_name
0001075736,CREXENDO INC,IMERGENT INC,imergent,sec_former_name
0001075736,CREXENDO INC,NETGATEWAY INC,netgateway,sec_former_name
0001386570,NIAGEN BIOSCIENCE INC,ChromaDex Corp.,chromadex,sec_current_name
0001386570,NIAGEN BIOSCIENCE INC,"CODY RESOURCES, INC.",cody resources,sec_former_name
0001420520,ATOMERA INC,MEARS TECHNOLOGIES INC,mears technologies,sec_former_name
0001514281,AG MORTGAGE INVESTMENT TRUST,"Alexander Mortgage REIT, Inc.",alexander mortgage reit,sec_former_name
0001527541,WHEELER REAL ESTATE INVT TR,"Wheeler Real Estate Investment Trust, Inc.",wheeler real estate investment trust,sec_current_name
0001620459,JAMES RIVER GROUP HLDGS INC,"James River Group Holdings, Ltd.",james river group holdings,sec_current_name
0001635327,FLUTTER ENTERTAINMENT PLC,Stars Group Inc.,stars,sec_former_name
0001635327,FLUTTER ENTERTAINMENT PLC,Amaya Inc.,amaya,sec_former_name
0001641614,CPI CARD GROUP INC,"CPI Holdings I, Inc.",cpi holdings i,sec_former_name
0001709682,CUSTOM TRUCK ONE SOURCE INC,"NESCO HOLDINGS, INC.",nesco holdings,sec_former_name
0001709682,CUSTOM TRUCK ONE SOURCE INC,Capitol Investment Corp. IV,capitol investment corp iv,sec_former_name
0001722964,Y MABS THERAPEUTICS INC,"Y-mAbs Therapeutics, Inc.",ymabs therapeutics,sec_current_name
0001805077,EOS ENERGY ENTERPRISES INC,B. Riley Principal Merger Corp. II,b riley principal merger corp ii,sec_former_name
0001812554,Blue Owl Credit Income Corp.,Owl Rock Core Income Corp.,owl rock core income,sec_former_name
0001840776,HAGERTY INC,Aldel Financial Inc.,aldel financial,sec_former_name
0001841408,DAVE INC,Dave Inc./DE,dave incde,sec_current_name
0001841408,DAVE INC,"VPC Impact Acquisition Holdings III, Inc.",vpc impact acquisition holdings iii,sec_former_name
0001851322,North Haven Private Income Fund LLC,Morgan Stanley Private Income Fund LLC,morgan stanley private income fund,sec_former_name
0001865174,Goldman Sachs Middle Market Lending Corp. II,Goldman Sachs Middle Market Lending LLC II,goldman sachs middle market lending llc ii,sec_former_name
0001868726,OLAPLEX HOLDINGS INC,"OLAPLEX HOLDINGS, INC.",olaplex holdings,sec_current_name
0001868726,OLAPLEX HOLDINGS INC,"OLAPEX HOLDINGS, INC.",olapex holdings,sec_former_name
0001889668,Blue Owl Technology Finance Corp. II,Owl Rock Technology Finance Corp. II,owl rock technology finance corp ii,sec_former_name
0001920145,Goldman Sachs Private Credit Corp.,Goldman Sachs Private Credit Fund LLC,goldman sachs private credit fund,sec_former_name
0001920145,Goldman Sachs Private Credit Corp.,Goldman Sachs Loan Fund LLC,goldman sachs loan fund,sec_former_name
0000733076,BRIGHTHOUSE LIFE INSURNCE CO,BRIGHTHOUSE LIFE INSURANCE Co,brighthouse life insurance,sec_current_name
0000733076,BRIGHTHOUSE LIFE INSURNCE CO,MetLife Insurance Co USA,metlife insurance co usa,sec_former_name
0000733076,BRIGHTHOUSE LIFE INSURNCE CO,MetLife Insurance CO of Connecticut,metlife insurance co of connecticut,sec_former_name
0000733076,BRIGHTHOUSE LIFE INSURNCE CO,TRAVELERS INSURANCE CO,travelers insurance,sec_former_name
0000846913,FUEL TECH INC,FUEL TECH N V,fuel tech n v,sec_former_name
0001801602,SPRINGBIG HOLDINGS INC,"SpringBig Holdings, Inc.",springbig holdings,sec_current_name
0001801602,SPRINGBIG HOLDINGS INC,Tuatara Capital Acquisition Corp,tuatara capital acquisition,sec_former_name
0001001614,RILEY EXPL PERMIAN INC,"Riley Exploration Permian, Inc.",riley exploration permian,sec_current_name
0001001614,RILEY EXPL PERMIAN INC,TENGASCO INC,tengasco,sec_former_name
0001108524,SALESFORCE INC,"SALESFORCE.COM, INC.",salesforcecom,sec_former_name
0001108524,SALESFORCE INC,SALESFORCE COM INC,salesforce com,sec_former_name
0001120370,BROADWIND INC,"BROADWIND ENERGY, INC.",broadwind energy,sec_former_name
0001120370,BROADWIND INC,TOWER TECH HOLDINGS INC.,tower tech,sec_former_name
0001120370,BROADWIND INC,BLACKFOOT ENTERPRISES INC,blackfoot enterprises,sec_former_name
0001141103,CROSS COUNTRY HEALTHCARE INC,CROSS COUNTRY INC,cross country,sec_former_name
0001259429,OXFORD SQUARE CAPITAL CORP,Oxford Street Capital Corp.,oxford street capital,sec_former_name
0001259429,OXFORD SQUARE CAPITAL CORP,TICC Capital Corp.,ticc capital,sec_former_name
0001259429,OXFORD SQUARE CAPITAL CORP,TECHNOLOGY INVESTMENT CAPITAL CORP,technology investment capital,sec_former_name
0001359931,PROTARA THERAPEUTICS INC,"ArTara Therapeutics, Inc.",artara therapeutics,sec_former_name
0001359931,PROTARA THERAPEUTICS INC,PROTEON THERAPEUTICS INC,proteon therapeutics,sec_former_name
0001372299,OCUGEN INC,HISTOGENICS CORP,histogenics,sec_former_name
0001505732,BANKWELL FINANCIAL GROUP INC,"Bankwell Financial Group, Inc.",bankwell financial group,sec_current_name
0001505732,BANKWELL FINANCIAL GROUP INC,"BNC Financial Group, Inc.",bnc financial group,sec_former_name
0001528985,INLAND REAL ESTATE INCOME TR,"Inland Real Estate Income Trust, Inc.",inland real estate income trust,sec_current_name
0001528985,INLAND REAL ESTATE INCOME TR,"Inland Monthly Income Trust, Inc.",inland monthly income trust,sec_former_name
0001528985,INLAND REAL ESTATE INCOME TR,"Inland Core Assets Real Estate Trust, Inc.",inland core assets real estate trust,sec_former_name
0001554818,AUDDIA INC,"Clip Interactive, LLC",clip interactive,sec_former_name
0001580345,TRIPLEPOINT VENTURE GWTH BDC,TriplePoint Venture Growth BDC Corp.,triplepoint venture growth bdc,sec_current_name
0001604665,WESTLAKE CHEMICAL PRTNRS LP,Westlake Chemical Partners LP,westlake chemical partners lp,sec_current_name
0001655210,BEYOND MEAT INC,"Savage River, Inc.",savage river,sec_former_name
0001697500,SOLARIS ENRGY INFRASTRUCTURE,"Solaris Energy Infrastructure, Inc.",solaris energy infrastructure,sec_current_name
0001697500,SOLARIS ENRGY INFRASTRUCTURE,"Solaris Oilfield Infrastructure, Inc.",solaris oilfield infrastructure,sec_former_name
0001734342,AMERANT BANCORP INC,Mercantil Bank Holding Corp,mercantil bank,sec_former_name
0001758766,STEM INC,Star Peak Energy Transition Corp.,star peak energy transition,sec_former_name
0001758766,STEM INC,Star Peak Energy Acquisition Corp.,star peak energy acquisition,sec_former_name
0001758766,STEM INC,Roaring Fork Acquisition Corp.,roaring fork acquisition,sec_former_name
0001759824,ALTA EQUIPMENT GROUP INC,B. Riley Principal Merger Corp.,b riley principal merger,sec_former_name
0001823144,GPGI INC,"CompoSecure, Inc.",composecure,sec_current_name
0001823144,GPGI INC,Roman DBDR Tech Acquisition Corp.,roman dbdr tech acquisition,sec_former_name
0001833197,LATHAM GROUP INC,"Latham Group, Inc.",latham group,sec_current_name
0001833197,LATHAM GROUP INC,"Latham Topco, Inc.",latham topco,sec_former_name
0001837014,SMARTRENT INC,Fifth Wall Acquisition Corp. I,fifth wall acquisition corp i,sec_former_name
0001869453,Blue Owl Technology Income Corp.,Owl Rock Technology Income Corp.,owl rock technology income,sec_former_name
0001879814,TLGY ACQUISITION CORP -REDH,TLGY ACQUISITION CORP,tlgy acquisition,sec_current_name
0001879814,TLGY ACQUISITION CORP -REDH,TLGY Acquisition Corp,tlgy acquisition,sec_former_name
0001943289,SILVACO GROUP INC,"Silvaco Group, Inc.",silvaco group,sec_current_name
0001976719,"New Mountain Guardian IV Income Fund, L.L.C.","New Mountain Guardian IV Unlevered BDC, L.L.C.",new mountain guardian iv unlevered bdc llc,sec_former_name
0002010653,FUTURE VSN II ACQ CORP -REDH,Future Vision II Acquisition Corp.,future vision ii acquisition,sec_current_name
0000049754,DINE BRANDS GLOBAL INC,"DineEquity, Inc",dineequity,sec_former_name
0000049754,DINE BRANDS GLOBAL INC,IHOP CORP,ihop,sec_former_name
0000708781,CASS INFORMATION SYSTEMS INC,CASS COMMERCIAL CORP,cass commercial,sec_former_name
0000714562,FIRST FINANCIAL CORP,FIRST FINANCIAL CORP /IN/,first financial corp in,sec_current_name
0000714562,FIRST FINANCIAL CORP,TERRE HAUTE FIRST CORP,terre haute first,sec_former_name
0000789933,NACCO INDUSTRIES  -CL A,NACCO INDUSTRIES INC,nacco industries,sec_current_name
0000008063,ASTRONICS CORP,ASTRONICS LUMINESCENT INC,astronics luminescent,sec_former_name
0000924822,MILLER INDUSTRIES INC/TN,MILLER INDUSTRIES INC /TN/,miller industries inc tn,sec_current_name
0001120970,COMSTOCK INC,Comstock Mining Inc.,comstock mining,sec_former_name
0001120970,COMSTOCK INC,GOLDSPRING INC,goldspring,sec_former_name
0001120970,COMSTOCK INC,GOLDSPRING,goldspring,sec_former_name
0001158172,COMSCORE INC,COMSCORE NETWORKS INC,comscore networks,sec_former_name
0001162896,PRAIRIE OPERATING CO,"Creek Road Miners, Inc.",creek road miners,sec_former_name
0001162896,PRAIRIE OPERATING CO,"WIZARD BRANDS, INC.",wizard brands,sec_former_name
0001162896,PRAIRIE OPERATING CO,"WIZARD ENTERTAINMENT, INC.",wizard entertainment,sec_former_name
0001290677,TURNING POINT BRANDS INC,"North Atlantic Holding Company, Inc.",north atlantic holding company,sec_former_name
0001314102,EYEPOINT INC,"EyePoint Pharmaceuticals, Inc.",eyepoint pharmaceuticals,sec_current_name
0001314102,EYEPOINT INC,pSivida Corp.,psivida,sec_former_name
0001314102,EYEPOINT INC,pSivida LTD,psivida,sec_former_name
0001327978,Ares Real Estate Income Trust Inc.,Black Creek Diversified Property Fund Inc.,black creek diversified property fund,sec_former_name
0001327978,Ares Real Estate Income Trust Inc.,Dividend Capital Diversified Property Fund Inc.,dividend capital diversified property fund,sec_former_name
0001327978,Ares Real Estate Income Trust Inc.,Dividend Capital Total Realty Trust Inc.,dividend capital total realty trust,sec_former_name
0001388295,ONEMETA INC,"WebSafety, Inc.",websafety,sec_former_name
0001388295,ONEMETA INC,"Blindspot Alert, Inc.",blindspot alert,sec_former_name
0001388295,ONEMETA INC,"Promotions on Wheels Holdings, Inc.",promotions on wheels holdings,sec_former_name
0001402829,ORION GROUP HOLDINGS INC,Orion Marine Group Inc,orion marine,sec_former_name
0001445283,KINETA INC,"KINETA, INC./DE",kineta incde,sec_current_name
0001445283,KINETA INC,"YUMANITY THERAPEUTICS, INC.",yumanity therapeutics,sec_former_name
0001445283,KINETA INC,"PROTEOSTASIS THERAPEUTICS, INC.",proteostasis therapeutics,sec_former_name
0001445283,KINETA INC,PROTEOSTASIS THERAPEUTICS INC,proteostasis therapeutics,sec_former_name
0001453593,XTANT MEDICAL HOLDINGS INC,"Xtant Medical Holdings, Inc.",xtant medical holdings,sec_current_name
0001453593,XTANT MEDICAL HOLDINGS INC,"Bacterin International Holdings, Inc.",bacterin international holdings,sec_former_name
0001453593,XTANT MEDICAL HOLDINGS INC,K KITZ INC,k kitz,sec_former_name
0001566044,VYNE THERAPEUTICS INC,Menlo Therapeutics Inc.,menlo therapeutics,sec_former_name
0001566044,VYNE THERAPEUTICS INC,"Menlo Therapeutics, Inc.",menlo therapeutics,sec_former_name
0001566044,VYNE THERAPEUTICS INC,"Tigercat Pharma, Inc.",tigercat pharma,sec_former_name
0001571776,CHERRY HILL MTG INVST,Cherry Hill Mortgage Investment Corp,cherry hill mortgage investment,sec_current_name
0001597672,RAYONIER ADVANCED MATERIALS,Rayonier Holding Co,rayonier,sec_former_name
0001610618,CIDARA THERAPEUTICS INC,"K2 THERAPEUTICS, INC.",k2 therapeutics,sec_former_name
0001625941,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc.,BLACK CREEK INDUSTRIAL REIT IV Inc.,black creek industrial reit iv,sec_former_name
0001625941,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc.,INDUSTRIAL LOGISTICS REALTY TRUST INC.,industrial logistics realty trust,sec_former_name
0001625941,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc.,LOGISTICS PROPERTY TRUST INC.,logistics property trust,sec_former_name
0001653558,PRIORITY TECHNLGY HLDNGS INC,"Priority Technology Holdings, Inc.",priority technology holdings,sec_current_name
0001653558,PRIORITY TECHNLGY HLDNGS INC,"M I Acquisitions, Inc.",m i acquisitions,sec_former_name
0001673772,RAPT THERAPEUTICS INC,"FLX Bio, Inc.",flx bio,sec_former_name
0001701541,BLACK DIAMOND THERAPEUTICS,"Aset Therapeutics, Inc.",aset therapeutics,sec_former_name
0001720580,ADICET BIO INC,"resTORbio, Inc.",restorbio,sec_former_name
0001747777,BLUE OWL TECH FIN CORP -REDH,Blue Owl Technology Finance Corp.,blue owl technology finance,sec_current_name
0001747777,BLUE OWL TECH FIN CORP -REDH,Owl Rock Technology Finance Corp.,owl rock technology finance,sec_former_name
0001766037,"NMF SLF I, Inc.","NMF Senior Loan Fund I, Inc.",nmf senior loan fund i,sec_former_name
0001768224,ARCTURUS THERAPETCS HOLD INC,Arcturus Therapeutics Holdings Inc.,arcturus therapeutics,sec_current_name
0001769617,HARBORONE BANCORP INC,"HarborOne Bancorp, Inc./NEW",harborone bancorp incnew,sec_former_name
0001769617,HARBORONE BANCORP INC,"HarborOne NorthEast Bancorp, Inc.",harborone northeast bancorp,sec_former_name
0001783183,PHATHOM PHARMA INC,"Phathom Pharmaceuticals, Inc.",phathom pharmaceuticals,sec_current_name
0001803737,ENHABIT INC,"Encompass Health Home Health Holdings, Inc.",encompass health home health holdings,sec_former_name
0001805651,MARKETWISE INC,Ascendant Digital Acquisition Corp.,ascendant digital acquisition,sec_former_name
0001810560,REVELATION BIOSCIENCES INC,Petra Acquisition Inc.,petra acquisition,sec_former_name
0001811063,NUVATION BIO INC,Panacea Acquisition Corp,panacea acquisition,sec_former_name
0001813814,DEFINIUM THERAPEUTICS INC,Mind Medicine (MindMed) Inc.,mind medicine mindmed,sec_current_name
0001821159,EVGO INC,Climate Change Crisis Real Impact I Acquisition Corp,climate change crisis real impact i acquisition,sec_former_name
0001827821,FORGE GLOBAL HOLDINGS INC,"Forge Global Holdings, Inc.",forge global holdings,sec_current_name
0001827821,FORGE GLOBAL HOLDINGS INC,Motive Capital Corp,motive capital,sec_former_name
0001827821,FORGE GLOBAL HOLDINGS INC,MCF2 Acquisition Corp.,mcf2 acquisition,sec_former_name
0001828105,HIPPO HOLDINGS INC,Reinvent Technology Partners Z,reinvent technology partners z,sec_former_name
0001828105,HIPPO HOLDINGS INC,Reinvent Technology Partners B,reinvent technology partners b,sec_former_name
0001829864,TASKUS INC,"TU TopCo, Inc.",tu topco,sec_former_name
0001832483,SERVE ROBOTICS INC,Serve Robotics Inc. /DE/,serve robotics inc de,sec_current_name
0001832483,SERVE ROBOTICS INC,Patricia Acquisition Corp.,patricia acquisition,sec_former_name
0001835579,IMAGENEBIO INC,"Ikena Oncology, Inc.",ikena oncology,sec_current_name
0001854463,WINVEST ACQUISITN CORP -REDH,WinVest Acquisition Corp.,winvest acquisition,sec_current_name
0001865107,A.K.A. BRAND HOLD CORP,A.K.A. BRANDS HOLDING CORP.,aka brands,sec_current_name
0001865782,BRIGHTSPRING HEALTH SVCS INC,"BrightSpring Health Services, Inc.",brightspring health services,sec_current_name
0001867096,XERIS BIOPHARMA HOLDINGS INC,"Xeris Biopharma Holdings, Inc.",xeris biopharma holdings,sec_current_name
0001885968,T Series Middle Market Loan Fund LLC,T Series Middle Market Investment Loan Fund LLC,t series middle market investment loan fund,sec_former_name
0002007855,VENTURE GLOBAL INC,"Venture Global Holdings, Inc.",venture global holdings,sec_former_name
0002023730,GIGCAPITAL7 CORP -REDH,GigCapital7 Corp.,gigcapital7,sec_current_name
0000002098,ACME UNITED CORP,ACME SHEAR CO,acme shear,sec_former_name
0000216085,HAVERTY FURNITURE,HAVERTY FURNITURE COMPANIES INC,haverty furniture companies,sec_current_name
0000357173,OLD SECOND BANCORP INC/IL,OLD SECOND BANCORP INC,old second bancorp,sec_current_name
0000069488,MYERS INDUSTRIES INC,MYERS TIRE SUPPLY CO,myers tire supply,sec_former_name
0000703604,DISTRIBUTION SOLUTIO GRO INC,"Distribution Solutions Group, Inc.",distribution solutions group,sec_current_name
0000703604,DISTRIBUTION SOLUTIO GRO INC,LAWSON PRODUCTS INC/NEW/DE/,lawson products incnewde,sec_former_name
0000709337,FARMERS NATL BANC CORP/OH,FARMERS NATIONAL BANC CORP /OH/,farmers national banc corp oh,sec_current_name
0000072162,NL INDUSTRIES,NATIONAL LEAD CO,national lead,sec_former_name
0000874501,OCTAVE SPECIALTY GROUP INC,AMBAC FINANCIAL GROUP INC,ambac financial,sec_current_name
0000874501,OCTAVE SPECIALTY GROUP INC,AMBAC INC /DE/,ambac inc de,sec_former_name
0000884144,ASURE SOFTWARE INC,FORGENT NETWORKS INC,forgent networks,sec_former_name
0000884144,ASURE SOFTWARE INC,VTEL CORP,vtel,sec_former_name
0000884144,ASURE SOFTWARE INC,VIDEO TELECOM CORP,video telecom,sec_former_name
0000907654,ORUKA THERAPEUTICS INC,"ARCA biopharma, Inc.",arca biopharma,sec_former_name
0000907654,ORUKA THERAPEUTICS INC,NUVELO INC,nuvelo,sec_former_name
0000907654,ORUKA THERAPEUTICS INC,HYSEQ INC,hyseq,sec_former_name
0000913277,CLARUS CORP,"Black Diamond, Inc.",black diamond,sec_former_name
0000913277,CLARUS CORP,SQL FINANCIALS INTERNATIONAL INC /DE/,sql financials international inc de,sec_former_name
0000921557,REPUBLIC BANCORP INC/KY,REPUBLIC BANCORP INC /KY/,republic bancorp inc ky,sec_current_name
0000095552,SUPERIOR INDUSTRIES INTL,SUPERIOR INDUSTRIES INTERNATIONAL INC,superior industries international,sec_current_name
0001014763,AINOS INC,AMARILLO BIOSCIENCES INC,amarillo biosciences,sec_former_name
0001018399,ENTERPRISE BANCORP INC/MA,ENTERPRISE BANCORP INC /MA/,enterprise bancorp inc ma,sec_current_name
0001089819,CLECO CORP,Cleco Corporate Holdings LLC,cleco corporate,sec_current_name
0000018672,CLECO POWER LLC,CLECO UTILITY GROUP INC,cleco utility,sec_former_name
0000018672,CLECO POWER LLC,CENTRAL LOUISIANA ELECTRIC CO INC,central louisiana electric,sec_former_name
0001114927,FIRST NORTHN CMNTY BANCORP,FIRST NORTHERN COMMUNITY BANCORP,first northern community bancorp,sec_current_name
0001124524,CRYOPORT INC,CRYOPORT SYSTEMS LLC,cryoport systems,sec_former_name
0001124524,CRYOPORT INC,CRYOPORT SYSTEMS INC,cryoport systems,sec_former_name
0001275477,BIMINI CAPITAL MANAGEMENT,Opteum Inc.,opteum,sec_former_name
0001275477,BIMINI CAPITAL MANAGEMENT,BIMINI MORTGAGE MANAGEMENT INC,bimini mortgage management,sec_former_name
0001327607,FIRST WSTRN FINNCIL INC,First Western Financial Inc,first western financial,sec_current_name
0001370450,WILLDAN GROUP INC,"Willdan Group, Inc.",willdan group,sec_current_name
